iat,len,diffLen,class
711000,40,65535,0
408000,40,65535,0
2004287000,52,65547,0
492000,52,65535,0
35000,40,65523,0
57000,366,65861,0
327000,40,65209,0
9628000,57,65552,0
21000,152,65630,0
19000,40,65423,0
550000,40,65535,0
383000,40,65535,0
2003980000,52,65547,0
486000,52,65535,0
21000,40,65523,0
53000,366,65861,0
293000,40,65209,0
9055000,57,65552,0
1000,152,65630,0
17000,40,65423,0
499000,40,65535,0
283000,40,65535,0
2004973000,52,65547,0
477000,52,65535,0
16000,40,65523,0
60000,366,65861,0
259000,40,65209,0
9616000,57,65552,0
1000,152,65630,0
20000,40,65423,0
531000,40,65535,0
335000,40,65535,0
2004549000,52,65547,0
503000,52,65535,0
24000,40,65523,0
97000,366,65861,0
359000,40,65209,0
9053000,57,65552,0
36000,152,65630,0
16000,40,65423,0
592000,40,65535,0
301000,40,65535,0
2004460000,52,65547,0
461000,52,65535,0
35000,40,65523,0
128000,366,65861,0
339000,40,65209,0
9422000,57,65552,0
1000,152,65630,0
23000,40,65423,0
609000,40,65535,0
405000,40,65535,0
2004064000,52,65547,0
448000,52,65535,0
21000,40,65523,0
73000,366,65861,0
254000,40,65209,0
15627000,57,65552,0
31000,152,65630,0
11000,40,65423,0
629000,40,65535,0
262000,40,65535,0
2013586000,52,65547,0
410000,52,65535,0
18000,40,65523,0
61000,366,65861,0
327000,40,65209,0
9836000,57,65552,0
1000,152,65630,0
34000,40,65423,0
573000,40,65535,0
331000,40,65535,0
2003985000,52,65547,0
436000,52,65535,0
19000,40,65523,0
43000,366,65861,0
572000,40,65209,0
11257000,57,65552,0
13000,152,65630,0
10000,40,65423,0
512000,40,65535,0
345000,40,65535,0
2002531000,52,65547,0
358000,52,65535,0
16000,40,65523,0
60000,366,65861,0
343000,40,65209,0
9243000,57,65552,0
35000,152,65630,0
12000,40,65423,0
467000,40,65535,0
429000,40,65535,0
2004629000,52,65547,0
410000,52,65535,0
34000,40,65523,0
50000,366,65861,0
481000,40,65209,0
16375000,57,65552,0
1000,152,65630,0
22000,40,65423,0
565000,40,65535,0
372000,40,65535,0
2013098000,52,65547,0
484000,52,65535,0
35000,40,65523,0
68000,366,65861,0
294000,40,65209,0
17308000,57,65552,0
2000,152,65630,0
37000,40,65423,0
687000,40,65535,0
381000,40,65535,0
2011561000,52,65547,0
383000,52,65535,0
21000,40,65523,0
42000,366,65861,0
335000,40,65209,0
17345000,57,65552,0
22000,152,65630,0
11000,40,65423,0
507000,40,65535,0
336000,40,65535,0
2012138000,52,65547,0
411000,52,65535,0
21000,40,65523,0
50000,366,65861,0
365000,40,65209,0
9141000,57,65552,0
31000,152,65630,0
13000,40,65423,0
483000,40,65535,0
328000,40,65535,0
2004738000,52,65547,0
393000,52,65535,0
16000,40,65523,0
50000,366,65861,0
260000,40,65209,0
9605000,57,65552,0
15000,152,65630,0
10000,40,65423,0
485000,40,65535,0
327000,40,65535,0
2004479000,52,65547,0
512000,52,65535,0
32000,40,65523,0
95000,366,65861,0
320000,40,65209,0
10221000,57,65552,0
1000,152,65630,0
17000,40,65423,0
515000,40,65535,0
385000,40,65535,0
2003496000,52,65547,0
608000,52,65535,0
21000,40,65523,0
52000,366,65861,0
405000,40,65209,0
9281000,57,65552,0
37000,152,65630,0
20000,40,65423,0
481000,40,65535,0
356000,40,65535,0
2004429000,52,65547,0
475000,52,65535,0
21000,40,65523,0
64000,366,65861,0
266000,40,65209,0
9635000,57,65552,0
21000,152,65630,0
11000,40,65423,0
708000,40,65535,0
348000,40,65535,0
2003907000,52,65547,0
382000,52,65535,0
35000,40,65523,0
95000,366,65861,0
419000,40,65209,0
9217000,57,65552,0
28000,152,65630,0
20000,40,65423,0
471000,40,65535,0
393000,40,65535,0
2004506000,52,65547,0
456000,52,65535,0
22000,40,65523,0
43000,366,65861,0
312000,40,65209,0
9638000,57,65552,0
21000,152,65630,0
11000,40,65423,0
499000,40,65535,0
310000,40,65535,0
2004342000,52,65547,0
442000,52,65535,0
25000,40,65523,0
66000,366,65861,0
308000,40,65209,0
9639000,57,65552,0
1000,152,65630,0
21000,40,65423,0
551000,40,65535,0
323000,40,65535,0
2004019000,52,65547,0
455000,52,65535,0
33000,40,65523,0
96000,366,65861,0
290000,40,65209,0
10586000,57,65552,0
1000,152,65630,0
29000,40,65423,0
607000,40,65535,0
371000,40,65535,0
2003262000,52,65547,0
443000,52,65535,0
21000,40,65523,0
73000,366,65861,0
257000,40,65209,0
9997000,57,65552,0
35000,152,65630,0
12000,40,65423,0
480000,40,65535,0
365000,40,65535,0
2003796000,52,65547,0
467000,52,65535,0
18000,40,65523,0
53000,366,65861,0
453000,40,65209,0
8988000,57,65552,0
1000,152,65630,0
17000,40,65423,0
518000,40,65535,0
278000,40,65535,0
2004720000,52,65547,0
427000,52,65535,0
20000,40,65523,0
61000,366,65861,0
259000,40,65209,0
9192000,57,65552,0
1000,152,65630,0
33000,40,65423,0
705000,40,65535,0
300000,40,65535,0
2004612000,52,65547,0
420000,52,65535,0
18000,40,65523,0
52000,366,65861,0
424000,40,65209,0
9636000,57,65552,0
1000,152,65630,0
15000,40,65423,0
481000,40,65535,0
293000,40,65535,0
2004326000,52,65547,0
437000,52,65535,0
22000,40,65523,0
54000,366,65861,0
375000,40,65209,0
10314000,57,65552,0
2000,152,65630,0
33000,40,65423,0
648000,40,65535,0
330000,40,65535,0
2003525000,52,65547,0
488000,52,65535,0
26000,40,65523,0
66000,366,65861,0
513000,40,65209,0
9422000,57,65552,0
1000,152,65630,0
24000,40,65423,0
554000,40,65535,0
379000,40,65535,0
2004450000,52,65547,0
529000,52,65535,0
33000,40,65523,0
88000,366,65861,0
396000,40,65209,0
10202000,57,65552,0
1000,152,65630,0
27000,40,65423,0
657000,40,65535,0
363000,40,65535,0
2002968000,52,65547,0
518000,52,65535,0
26000,40,65523,0
66000,366,65861,0
305000,40,65209,0
10235000,57,65552,0
14000,152,65630,0
11000,40,65423,0
538000,40,65535,0
322000,40,65535,0
2003268000,52,65547,0
509000,52,65535,0
22000,40,65523,0
50000,366,65861,0
476000,40,65209,0
12405000,57,65552,0
17000,152,65630,0
10000,40,65423,0
518000,40,65535,0
313000,40,65535,0
2016897000,52,65547,0
465000,52,65535,0
21000,40,65523,0
52000,366,65861,0
457000,40,65209,0
10388000,57,65552,0
1000,152,65630,0
23000,40,65423,0
495000,40,65535,0
280000,40,65535,0
2003401000,52,65547,0
495000,52,65535,0
21000,40,65523,0
60000,366,65861,0
298000,40,65209,0
10334000,57,65552,0
28000,152,65630,0
12000,40,65423,0
528000,40,65535,0
281000,40,65535,0
2003416000,52,65547,0
551000,52,65535,0
15000,40,65523,0
53000,366,65861,0
660000,40,65209,0
10023000,57,65552,0
1000,152,65630,0
31000,40,65423,0
501000,40,65535,0
372000,40,65535,0
2003388000,52,65547,0
497000,52,65535,0
21000,40,65523,0
50000,366,65861,0
343000,40,65209,0
9414000,57,65552,0
16000,152,65630,0
10000,40,65423,0
724000,40,65535,0
280000,40,65535,0
2004274000,52,65547,0
482000,52,65535,0
21000,40,65523,0
50000,366,65861,0
284000,40,65209,0
9808000,57,65552,0
2000,152,65630,0
32000,40,65423,0
646000,40,65535,0
292000,40,65535,0
2003896000,52,65547,0
513000,52,65535,0
22000,40,65523,0
51000,366,65861,0
365000,40,65209,0
10247000,57,65552,0
1000,152,65630,0
19000,40,65423,0
505000,40,65535,0
332000,40,65535,0
2003577000,52,65547,0
443000,52,65535,0
20000,40,65523,0
64000,366,65861,0
269000,40,65209,0
9743000,57,65552,0
35000,152,65630,0
12000,40,65423,0
496000,40,65535,0
294000,40,65535,0
2004180000,52,65547,0
551000,52,65535,0
20000,40,65523,0
50000,366,65861,0
409000,40,65209,0
9967000,57,65552,0
31000,152,65630,0
12000,40,65423,0
467000,40,65535,0
296000,40,65535,0
2003767000,52,65547,0
530000,52,65535,0
16000,40,65523,0
60000,366,65861,0
308000,40,65209,0
9977000,57,65552,0
2000,152,65630,0
32000,40,65423,0
660000,40,65535,0
428000,40,65535,0
2003622000,52,65547,0
607000,52,65535,0
22000,40,65523,0
64000,366,65861,0
411000,40,65209,0
9840000,57,65552,0
1000,152,65630,0
35000,40,65423,0
611000,40,65535,0
416000,40,65535,0
2003423000,52,65547,0
573000,52,65535,0
20000,40,65523,0
62000,366,65861,0
329000,40,65209,0
10191000,57,65552,0
1000,152,65630,0
18000,40,65423,0
539000,40,65535,0
421000,40,65535,0
2003873000,52,65547,0
548000,52,65535,0
26000,40,65523,0
94000,366,65861,0
309000,40,65209,0
10310000,57,65552,0
1000,152,65630,0
23000,40,65423,0
585000,40,65535,0
481000,40,65535,0
2003419000,52,65547,0
614000,52,65535,0
31000,40,65523,0
76000,366,65861,0
361000,40,65209,0
10254000,57,65552,0
66000,152,65630,0
16000,40,65423,0
539000,40,65535,0
364000,40,65535,0
2002558000,52,65547,0
449000,52,65535,0
23000,40,65523,0
66000,366,65861,0
296000,40,65209,0
10510000,57,65552,0
36000,152,65630,0
13000,40,65423,0
509000,40,65535,0
379000,40,65535,0
2003728000,52,65547,0
550000,52,65535,0
21000,40,65523,0
50000,366,65861,0
308000,40,65209,0
11006000,57,65552,0
25000,152,65630,0
12000,40,65423,0
491000,40,65535,0
338000,40,65535,0
2002621000,52,65547,0
466000,52,65535,0
21000,40,65523,0
53000,366,65861,0
528000,40,65209,0
9867000,57,65552,0
1000,152,65630,0
49000,40,65423,0
494000,40,65535,0
370000,40,65535,0
2003473000,52,65547,0
523000,52,65535,0
35000,40,65523,0
95000,366,65861,0
263000,40,65209,0
10100000,57,65552,0
21000,152,65630,0
16000,40,65423,0
640000,40,65535,0
428000,40,65535,0
2003757000,52,65547,0
496000,52,65535,0
21000,40,65523,0
86000,366,65861,0
344000,40,65209,0
10446000,57,65552,0
1000,152,65630,0
40000,40,65423,0
645000,40,65535,0
360000,40,65535,0
2002972000,52,65547,0
447000,52,65535,0
20000,40,65523,0
60000,366,65861,0
508000,40,65209,0
10204000,57,65552,0
22000,152,65630,0
11000,40,65423,0
542000,40,65535,0
327000,40,65535,0
2003278000,52,65547,0
563000,52,65535,0
22000,40,65523,0
40000,366,65861,0
525000,40,65209,0
10730000,57,65552,0
4000,152,65630,0
33000,40,65423,0
515000,40,65535,0
307000,40,65535,0
2002937000,52,65547,0
452000,52,65535,0
35000,40,65523,0
99000,366,65861,0
489000,40,65209,0
9375000,57,65552,0
1000,152,65630,0
37000,40,65423,0
834000,40,65535,0
352000,40,65535,0
2003795000,52,65547,0
419000,52,65535,0
20000,40,65523,0
63000,366,65861,0
275000,40,65209,0
9485000,57,65552,0
26000,152,65630,0
25000,40,65423,0
582000,40,65535,0
266000,40,65535,0
1989042000,52,65547,0
408000,52,65535,0
35000,40,65523,0
100000,366,65861,0
309000,40,65209,0
9302000,57,65552,0
2000,152,65630,0
30000,40,65423,0
657000,40,65535,0
376000,40,65535,0
2004197000,52,65547,0
444000,52,65535,0
21000,40,65523,0
54000,366,65861,0
283000,40,65209,0
9533000,57,65552,0
2000,152,65630,0
43000,40,65423,0
593000,40,65535,0
417000,40,65535,0
2004097000,52,65547,0
509000,52,65535,0
22000,40,65523,0
55000,366,65861,0
410000,40,65209,0
9968000,57,65552,0
1000,152,65630,0
46000,40,65423,0
559000,40,65535,0
328000,40,65535,0
2004282000,52,65547,0
538000,52,65535,0
29000,40,65523,0
81000,366,65861,0
425000,40,65209,0
9252000,57,65552,0
2000,152,65630,0
23000,40,65423,0
610000,40,65535,0
390000,40,65535,0
2003694000,52,65547,0
473000,52,65535,0
20000,40,65523,0
51000,366,65861,0
270000,40,65209,0
9571000,57,65552,0
1000,152,65630,0
20000,40,65423,0
489000,40,65535,0
314000,40,65535,0
2004967000,52,65547,0
491000,52,65535,0
26000,40,65523,0
97000,366,65861,0
363000,40,65209,0
9138000,57,65552,0
2000,152,65630,0
38000,40,65423,0
703000,40,65535,0
381000,40,65535,0
2003682000,52,65547,0
409000,52,65535,0
30000,40,65523,0
96000,366,65861,0
377000,40,65209,0
9433000,57,65552,0
1000,152,65630,0
16000,40,65423,0
515000,40,65535,0
346000,40,65535,0
2004697000,52,65547,0
466000,52,65535,0
37000,40,65523,0
100000,366,65861,0
341000,40,65209,0
9211000,57,65552,0
1000,152,65630,0
21000,40,65423,0
550000,40,65535,0
359000,40,65535,0
2004328000,52,65547,0
450000,52,65535,0
21000,40,65523,0
43000,366,65861,0
310000,40,65209,0
8919000,57,65552,0
0,152,65630,0
20000,40,65423,0
531000,40,65535,0
361000,40,65535,0
2004865000,52,65547,0
462000,52,65535,0
20000,40,65523,0
72000,366,65861,0
291000,40,65209,0
9761000,57,65552,0
27000,152,65630,0
12000,40,65423,0
490000,40,65535,0
372000,40,65535,0
2003910000,52,65547,0
462000,52,65535,0
19000,40,65523,0
49000,366,65861,0
308000,40,65209,0
8818000,57,65552,0
63000,152,65630,0
12000,40,65423,0
441000,40,65535,0
309000,40,65535,0
2005207000,52,65547,0
404000,52,65535,0
19000,40,65523,0
51000,366,65861,0
282000,40,65209,0
14691000,57,65552,0
19000,152,65630,0
10000,40,65423,0
496000,40,65535,0
320000,40,65535,0
2014888000,52,65547,0
380000,52,65535,0
20000,40,65523,0
60000,366,65861,0
392000,40,65209,0
9475000,57,65552,0
13000,152,65630,0
9000,40,65423,0
500000,40,65535,0
334000,40,65535,0
2004310000,52,65547,0
442000,52,65535,0
17000,40,65523,0
51000,366,65861,0
348000,40,65209,0
9194000,57,65552,0
2000,152,65630,0
36000,40,65423,0
536000,40,65535,0
351000,40,65535,0
2004603000,52,65547,0
481000,52,65535,0
19000,40,65523,0
62000,366,65861,0
281000,40,65209,0
9210000,57,65552,0
1000,152,65630,0
20000,40,65423,0
489000,40,65535,0
408000,40,65535,0
2004638000,52,65547,0
459000,52,65535,0
32000,40,65523,0
96000,366,65861,0
340000,40,65209,0
12252000,57,65552,0
1000,152,65630,0
34000,40,65423,0
799000,40,65535,0
374000,40,65535,0
2017269000,52,65547,0
460000,52,65535,0
23000,40,65523,0
65000,366,65861,0
314000,40,65209,0
9712000,57,65552,0
2000,152,65630,0
42000,40,65423,0
722000,40,65535,0
326000,40,65535,0
2003437000,52,65547,0
401000,52,65535,0
18000,40,65523,0
43000,366,65861,0
475000,40,65209,0
8759000,57,65552,0
58000,152,65630,0
13000,40,65423,0
454000,40,65535,0
404000,40,65535,0
2005530000,52,65547,0
463000,52,65535,0
25000,40,65523,0
94000,366,65861,0
292000,40,65209,0
9255000,57,65552,0
21000,152,65630,0
14000,40,65423,0
630000,40,65535,0
318000,40,65535,0
2004348000,52,65547,0
617000,52,65535,0
44000,40,65523,0
111000,366,65861,0
393000,40,65209,0
9246000,57,65552,0
30000,152,65630,0
21000,40,65423,0
726000,40,65535,0
367000,40,65535,0
2003509000,52,65547,0
438000,52,65535,0
31000,40,65523,0
94000,366,65861,0
334000,40,65209,0
9359000,57,65552,0
1000,152,65630,0
37000,40,65423,0
492000,40,65535,0
459000,40,65535,0
2004440000,52,65547,0
424000,52,65535,0
17000,40,65523,0
71000,366,65861,0
387000,40,65209,0
17086000,57,65552,0
2000,152,65630,0
36000,40,65423,0
551000,40,65535,0
327000,40,65535,0
2012224000,52,65547,0
400000,52,65535,0
16000,40,65523,0
47000,366,65861,0
289000,40,65209,0
27008000,57,65552,0
17000,152,65630,0
10000,40,65423,0
496000,40,65535,0
382000,40,65535,0
2002564000,52,65547,0
473000,52,65535,0
21000,40,65523,0
55000,366,65861,0
285000,40,65209,0
17032000,57,65552,0
1000,152,65630,0
18000,40,65423,0
546000,40,65535,0
322000,40,65535,0
2012417000,52,65547,0
489000,52,65535,0
23000,40,65523,0
72000,366,65861,0
289000,40,65209,0
17824000,57,65552,0
63000,152,65630,0
14000,40,65423,0
537000,40,65535,0
345000,40,65535,0
2011467000,52,65547,0
466000,52,65535,0
21000,40,65523,0
54000,366,65861,0
376000,40,65209,0
19330000,57,65552,0
58000,152,65630,0
13000,40,65423,0
522000,40,65535,0
345000,40,65535,0
2010017000,52,65547,0
486000,52,65535,0
36000,40,65523,0
97000,366,65861,0
329000,40,65209,0
16931000,57,65552,0
2000,152,65630,0
39000,40,65423,0
592000,40,65535,0
299000,40,65535,0
2012498000,52,65547,0
445000,52,65535,0
21000,40,65523,0
51000,366,65861,0
262000,40,65209,0
16757000,57,65552,0
15000,152,65630,0
10000,40,65423,0
483000,40,65535,0
373000,40,65535,0
2012795000,52,65547,0
447000,52,65535,0
31000,40,65523,0
93000,366,65861,0
320000,40,65209,0
19176000,57,65552,0
1000,152,65630,0
18000,40,65423,0
525000,40,65535,0
345000,40,65535,0
2010158000,52,65547,0
421000,52,65535,0
21000,40,65523,0
51000,366,65861,0
316000,40,65209,0
8942000,57,65552,0
12000,152,65630,0
10000,40,65423,0
476000,40,65535,0
277000,40,65535,0
2005157000,52,65547,0
424000,52,65535,0
21000,40,65523,0
82000,366,65861,0
303000,40,65209,0
9761000,57,65552,0
13000,152,65630,0
9000,40,65423,0
473000,40,65535,0
352000,40,65535,0
2004090000,52,65547,0
395000,52,65535,0
17000,40,65523,0
60000,366,65861,0
322000,40,65209,0
9438000,57,65552,0
37000,152,65630,0
10000,40,65423,0
488000,40,65535,0
345000,40,65535,0
2004383000,52,65547,0
530000,52,65535,0
22000,40,65523,0
50000,366,65861,0
288000,40,65209,0
9816000,57,65552,0
1000,152,65630,0
18000,40,65423,0
643000,40,65535,0
296000,40,65535,0
2003894000,52,65547,0
521000,52,65535,0
22000,40,65523,0
49000,366,65861,0
299000,40,65209,0
8902000,57,65552,0
2000,152,65630,0
30000,40,65423,0
601000,40,65535,0
367000,40,65535,0
2004927000,52,65547,0
557000,52,65535,0
35000,40,65523,0
100000,366,65861,0
344000,40,65209,0
8988000,57,65552,0
14000,152,65630,0
10000,40,65423,0
528000,40,65535,0
433000,40,65535,0
2004409000,52,65547,0
446000,52,65535,0
20000,40,65523,0
75000,366,65861,0
307000,40,65209,0
9426000,57,65552,0
14000,152,65630,0
10000,40,65423,0
487000,40,65535,0
272000,40,65535,0
2004532000,52,65547,0
471000,52,65535,0
21000,40,65523,0
52000,366,65861,0
334000,40,65209,0
9225000,57,65552,0
1000,152,65630,0
16000,40,65423,0
487000,40,65535,0
345000,40,65535,0
2004839000,52,65547,0
427000,52,65535,0
21000,40,65523,0
55000,366,65861,0
334000,40,65209,0
9202000,57,65552,0
44000,152,65630,0
14000,40,65423,0
495000,40,65535,0
368000,40,65535,0
2004516000,52,65547,0
564000,52,65535,0
24000,40,65523,0
59000,366,65861,0
444000,40,65209,0
8752000,57,65552,0
1000,152,65630,0
20000,40,65423,0
533000,40,65535,0
355000,40,65535,0
2005251000,52,65547,0
536000,52,65535,0
28000,40,65523,0
78000,366,65861,0
358000,40,65209,0
9352000,57,65552,0
1000,152,65630,0
24000,40,65423,0
618000,40,65535,0
453000,40,65535,0
2003904000,52,65547,0
478000,52,65535,0
24000,40,65523,0
60000,366,65861,0
370000,40,65209,0
9271000,57,65552,0
1000,152,65630,0
21000,40,65423,0
513000,40,65535,0
1274000,40,65535,0
2003347000,52,65547,0
433000,52,65535,0
22000,40,65523,0
51000,366,65861,0
261000,40,65209,0
9410000,57,65552,0
14000,152,65630,0
10000,40,65423,0
508000,40,65535,0
373000,40,65535,0
2004713000,52,65547,0
556000,52,65535,0
36000,40,65523,0
101000,366,65861,0
341000,40,65209,0
9654000,57,65552,0
1000,152,65630,0
22000,40,65423,0
522000,40,65535,0
396000,40,65535,0
2003679000,52,65547,0
448000,52,65535,0
22000,40,65523,0
63000,366,65861,0
458000,40,65209,0
9094000,57,65552,0
91000,152,65630,0
12000,40,65423,0
473000,40,65535,0
349000,40,65535,0
2004665000,52,65547,0
456000,52,65535,0
21000,40,65523,0
52000,366,65861,0
321000,40,65209,0
13937000,57,65552,0
27000,152,65630,0
15000,40,65423,0
630000,40,65535,0
305000,40,65535,0
2015814000,52,65547,0
492000,52,65535,0
28000,40,65523,0
87000,366,65861,0
295000,40,65209,0
13957000,57,65552,0
21000,152,65630,0
15000,40,65423,0
637000,40,65535,0
424000,40,65535,0
2014762000,52,65547,0
541000,52,65535,0
21000,40,65523,0
52000,366,65861,0
302000,40,65209,0
17206000,57,65552,0
1000,152,65630,0
20000,40,65423,0
474000,40,65535,0
341000,40,65535,0
2012497000,52,65547,0
477000,52,65535,0
36000,40,65523,0
78000,366,65861,0
299000,40,65209,0
9622000,57,65552,0
0,152,65630,0
36000,40,65423,0
563000,40,65535,0
349000,40,65535,0
2004202000,52,65547,0
533000,52,65535,0
29000,40,65523,0
63000,366,65861,0
319000,40,65209,0
9574000,57,65552,0
2000,152,65630,0
39000,40,65423,0
641000,40,65535,0
388000,40,65535,0
2004086000,52,65547,0
478000,52,65535,0
28000,40,65523,0
82000,366,65861,0
449000,40,65209,0
9523000,57,65552,0
2000,152,65630,0
34000,40,65423,0
1036000,40,65535,0
456000,40,65535,0
2003106000,52,65547,0
565000,52,65535,0
36000,40,65523,0
98000,366,65861,0
457000,40,65209,0
10360000,57,65552,0
14000,152,65630,0
10000,40,65423,0
559000,40,65535,0
409000,40,65535,0
2002940000,52,65547,0
522000,52,65535,0
21000,40,65523,0
55000,366,65861,0
364000,40,65209,0
9414000,57,65552,0
1000,152,65630,0
32000,40,65423,0
500000,40,65535,0
360000,40,65535,0
2004455000,52,65547,0
402000,52,65535,0
17000,40,65523,0
48000,366,65861,0
281000,40,65209,0
9690000,57,65552,0
43000,152,65630,0
12000,40,65423,0
468000,40,65535,0
314000,40,65535,0
2004178000,52,65547,0
466000,52,65535,0
21000,40,65523,0
61000,366,65861,0
261000,40,65209,0
9136000,57,65552,0
1000,152,65630,0
16000,40,65423,0
505000,40,65535,0
349000,40,65535,0
2004956000,52,65547,0
387000,52,65535,0
24000,40,65523,0
59000,366,65861,0
297000,40,65209,0
8809000,57,65552,0
1000,152,65630,0
24000,40,65423,0
529000,40,65535,0
285000,40,65535,0
2004977000,52,65547,0
376000,52,65535,0
21000,40,65523,0
52000,366,65861,0
286000,40,65209,0
9777000,57,65552,0
41000,152,65630,0
12000,40,65423,0
478000,40,65535,0
319000,40,65535,0
2004335000,52,65547,0
422000,52,65535,0
18000,40,65523,0
50000,366,65861,0
260000,40,65209,0
9753000,57,65552,0
1000,152,65630,0
19000,40,65423,0
510000,40,65535,0
372000,40,65535,0
2004088000,52,65547,0
481000,52,65535,0
17000,40,65523,0
51000,366,65861,0
286000,40,65209,0
9856000,57,65552,0
1000,152,65630,0
18000,40,65423,0
497000,40,65535,0
393000,40,65535,0
2004052000,52,65547,0
463000,52,65535,0
33000,40,65523,0
51000,366,65861,0
308000,40,65209,0
9646000,57,65552,0
2000,152,65630,0
33000,40,65423,0
726000,40,65535,0
347000,40,65535,0
2003918000,52,65547,0
443000,52,65535,0
18000,40,65523,0
74000,366,65861,0
239000,40,65209,0
9370000,57,65552,0
26000,152,65630,0
9000,40,65423,0
511000,40,65535,0
348000,40,65535,0
2004730000,52,65547,0
495000,52,65535,0
21000,40,65523,0
73000,366,65861,0
340000,40,65209,0
9317000,57,65552,0
21000,152,65630,0
13000,40,65423,0
604000,40,65535,0
395000,40,65535,0
2004444000,52,65547,0
518000,52,65535,0
34000,40,65523,0
118000,366,65861,0
294000,40,65209,0
9189000,57,65552,0
1000,152,65630,0
25000,40,65423,0
630000,40,65535,0
393000,40,65535,0
2004049000,52,65547,0
434000,52,65535,0
18000,40,65523,0
53000,366,65861,0
369000,40,65209,0
9334000,57,65552,0
1000,152,65630,0
19000,40,65423,0
528000,40,65535,0
361000,40,65535,0
2004756000,52,65547,0
585000,52,65535,0
25000,40,65523,0
88000,366,65861,0
315000,40,65209,0
9526000,57,65552,0
1000,152,65630,0
20000,40,65423,0
573000,40,65535,0
410000,40,65535,0
2003836000,52,65547,0
435000,52,65535,0
22000,40,65523,0
58000,366,65861,0
331000,40,65209,0
9071000,57,65552,0
0,152,65630,0
33000,40,65423,0
549000,40,65535,0
374000,40,65535,0
2004684000,52,65547,0
561000,52,65535,0
20000,40,65523,0
82000,366,65861,0
306000,40,65209,0
9441000,57,65552,0
2000,152,65630,0
31000,40,65423,0
704000,40,65535,0
387000,40,65535,0
2003866000,52,65547,0
571000,52,65535,0
17000,40,65523,0
61000,366,65861,0
287000,40,65209,0
8933000,57,65552,0
2000,152,65630,0
44000,40,65423,0
651000,40,65535,0
380000,40,65535,0
2004699000,52,65547,0
412000,52,65535,0
18000,40,65523,0
53000,366,65861,0
312000,40,65209,0
10210000,57,65552,0
1000,152,65630,0
19000,40,65423,0
524000,40,65535,0
364000,40,65535,0
2003670000,52,65547,0
411000,52,65535,0
17000,40,65523,0
40000,366,65861,0
437000,40,65209,0
20669000,57,65552,0
0,152,65630,0
20000,40,65423,0
484000,40,65535,0
352000,40,65535,0
2008759000,52,65547,0
446000,52,65535,0
17000,40,65523,0
61000,366,65861,0
355000,40,65209,0
17826000,57,65552,0
2000,152,65630,0
44000,40,65423,0
526000,40,65535,0
360000,40,65535,0
2011597000,52,65547,0
429000,52,65535,0
19000,40,65523,0
68000,366,65861,0
262000,40,65209,0
15307000,57,65552,0
1000,152,65630,0
20000,40,65423,0
510000,40,65535,0
345000,40,65535,0
2014198000,52,65547,0
494000,52,65535,0
29000,40,65523,0
97000,366,65861,0
394000,40,65209,0
10775000,57,65552,0
1000,152,65630,0
18000,40,65423,0
518000,40,65535,0
340000,40,65535,0
2002833000,52,65547,0
425000,52,65535,0
18000,40,65523,0
67000,366,65861,0
512000,40,65209,0
9540000,57,65552,0
1000,152,65630,0
20000,40,65423,0
526000,40,65535,0
312000,40,65535,0
2004247000,52,65547,0
398000,52,65535,0
17000,40,65523,0
59000,366,65861,0
297000,40,65209,0
9156000,57,65552,0
31000,152,65630,0
12000,40,65423,0
504000,40,65535,0
390000,40,65535,0
2004635000,52,65547,0
485000,52,65535,0
19000,40,65523,0
48000,366,65861,0
390000,40,65209,0
9006000,57,65552,0
19000,152,65630,0
23000,40,65423,0
478000,40,65535,0
242000,40,65535,0
2004821000,52,65547,0
459000,52,65535,0
20000,40,65523,0
61000,366,65861,0
295000,40,65209,0
12475000,57,65552,0
1000,152,65630,0
33000,40,65423,0
526000,40,65535,0
333000,40,65535,0
2017030000,52,65547,0
486000,52,65535,0
33000,40,65523,0
57000,366,65861,0
393000,40,65209,0
10422000,57,65552,0
1000,152,65630,0
37000,40,65423,0
624000,40,65535,0
432000,40,65535,0
2003402000,52,65547,0
509000,52,65535,0
25000,40,65523,0
63000,366,65861,0
417000,40,65209,0
9475000,57,65552,0
1000,152,65630,0
23000,40,65423,0
544000,40,65535,0
393000,40,65535,0
2003895000,52,65547,0
510000,52,65535,0
35000,40,65523,0
96000,366,65861,0
325000,40,65209,0
8829000,57,65552,0
1000,152,65630,0
32000,40,65423,0
650000,40,65535,0
383000,40,65535,0
2004712000,52,65547,0
393000,52,65535,0
20000,40,65523,0
80000,366,65861,0
298000,40,65209,0
9421000,57,65552,0
26000,152,65630,0
11000,40,65423,0
513000,40,65535,0
301000,40,65535,0
2004312000,52,65547,0
418000,52,65535,0
19000,40,65523,0
52000,366,65861,0
380000,40,65209,0
9467000,57,65552,0
1000,152,65630,0
32000,40,65423,0
675000,40,65535,0
347000,40,65535,0
2004363000,52,65547,0
421000,52,65535,0
21000,40,65523,0
51000,366,65861,0
293000,40,65209,0
9330000,57,65552,0
1000,152,65630,0
19000,40,65423,0
516000,40,65535,0
354000,40,65535,0
2004505000,52,65547,0
505000,52,65535,0
21000,40,65523,0
52000,366,65861,0
285000,40,65209,0
11417000,57,65552,0
42000,152,65630,0
12000,40,65423,0
519000,40,65535,0
332000,40,65535,0
2002394000,52,65547,0
408000,52,65535,0
20000,40,65523,0
50000,366,65861,0
264000,40,65209,0
10010000,57,65552,0
